net_junctionCornerDetail;net_limitTurnSpeed;net_version;location_convBoundary;location_netOffset;location_origBoundary;location_projParameter;type_allow;type_id;type_numLanes;type_oneway;type_priority;type_speed;type_width;type_disallow;edge_function;edge_id;lane_disallow;lane_id;lane_index;lane_length;lane_shape;lane_speed;edge_from;edge_name;edge_priority;edge_to;edge_type;param_key;param_value;edge_shape;edge_spreadType;tlLogic_id;tlLogic_offset;tlLogic_programID;tlLogic_type;phase_duration;phase_maxDur;phase_minDur;phase_state;junction_id;junction_incLanes;junction_intLanes;junction_shape;junction_type;junction_x;junction_y;request_cont;request_foes;request_index;request_response;connection_dir;connection_from;connection_fromLane;connection_state;connection_to;connection_toLane;connection_via;connection_linkIndex;connection_tl;roundabout_edges;roundabout_nodes
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;24252801#0;0;M;24252801#1;0;:2704993391_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;24252801#0;1;M;24252801#1;1;:2704993391_0_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r;24252801#1;0;=;118291788#0;0;:262577233_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;24252801#1;0;=;24252801#2;0;:262577233_1_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;24252801#1;1;=;24252801#2;1;:262577233_1_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;24252801#2;0;M;24252801#3;0;:5833269917_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;24252801#2;1;M;24252801#3;1;:5833269917_0_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;24252801#3;0;M;24252801#4;0;:1829386762_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;24252801#3;1;M;24252801#4;1;:1829386762_0_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;24252801#4;0;o;24252801#5;0;:262577334_0_0;0;262577334;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;24252801#4;1;o;24252801#5;1;:262577334_0_1;1;262577334;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;l;24252801#4;1;o;344149309#3;1;:262577334_2_0;2;262577334;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;24252801#5;0;O;24252801#6;0;:262577461_0_0;0;262577461;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;24252801#5;1;O;24252801#6;1;:262577461_0_1;1;262577461;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;l;264858336;0;m;619019400#2;1;:885797703_3_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;t;264858336;0;m;-264858336;0;:885797703_4_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;R;279043423#0;0;M;28707280#1;0;:411309306_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279043423#0;0;M;279043423#1;0;:411309306_1_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279043423#0;1;M;279043423#1;1;:411309306_1_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279043423#0;2;M;279043423#1;2;:411309306_1_2;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279043423#0;3;M;279043423#1;3;:411309306_1_3;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279043423#0;4;M;279043423#1;4;:411309306_1_4;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279043423#1;0;O;279043423#2;0;:315564950_4_0;4;315564950;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279043423#1;1;O;279043423#2;1;:315564950_4_1;5;315564950;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279043423#1;2;O;279043423#2;2;:315564950_4_2;6;315564950;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279043423#1;3;O;279043423#2;3;:315564950_4_3;7;315564950;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279043423#1;4;O;279043423#2;4;:315564950_4_4;8;315564950;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;l;279043423#1;4;O;430410163#6;1;:315564950_9_0;9;315564950;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279400987;0;M;460394416;0;:4560651586_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279400987;1;M;460394416;1;:4560651586_0_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864770#0;0;M;279864770#1;0;:4139030400_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864770#0;1;M;279864770#1;1;:4139030400_0_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864770#0;2;M;279864770#1;2;:4139030400_0_2;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r;279864770#1;0;M;320884186;0;:4139030389_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r;279864770#1;0;M;320884186;1;:4139030389_1_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864770#1;0;M;279864770#2;0;:4139030389_2_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864770#1;1;M;279864770#2;1;:4139030389_2_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864770#1;2;M;279864770#2;2;:4139030389_2_2;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r;279864770#2;0;M;148998962;0;:1620443301_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864770#2;0;M;279864770#3;0;:1620443301_1_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864770#2;1;M;279864770#3;1;:1620443301_1_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864770#2;2;M;279864770#3;2;:1620443301_1_2;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864770#3;0;M;279864770#4;0;:4139030390_1_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864770#3;1;M;279864770#4;1;:4139030390_1_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864770#3;2;M;279864770#4;2;:4139030390_1_2;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864770#4;0;M;279864770#5;0;:4139030392_2_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864770#4;1;M;279864770#5;1;:4139030392_2_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864770#4;2;M;279864770#5;2;:4139030392_2_2;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;l;279864770#4;2;M;-479823503;0;:4139030392_5_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864770#5;0;M;315199154#0;0;:1354143319_1_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864770#5;1;M;315199154#0;1;:1354143319_1_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864770#5;2;M;315199154#0;2;:1354143319_1_2;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864789;0;m;279864811#0;0;:416649317_1_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864789;1;m;279864811#0;1;:416649317_1_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r;279864811#0;0;M;298417993;0;:885797829_3_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864811#0;0;M;279864811#1;0;:885797829_4_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864811#0;1;M;279864811#1;1;:885797829_4_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;l;279864811#0;1;M;75036010#0;0;:885797829_6_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864813#0;0;o;413976459#0;0;:885797792_0_0;0;GS_885797792;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;279864813#0;1;o;413976459#0;1;:885797792_0_1;1;GS_885797792;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;l;279864813#0;1;o;413976463#0;1;:885797792_2_0;2;GS_885797792;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r;284929204#0;0;M;-563946130;0;:1273852858_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;284929204#0;0;M;284929204#1;0;:1273852858_1_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;284929204#1;0;M;284929204#2;0;:1354143311_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r;284929204#2;0;M;120863177#0;0;:cluster_1354143314_1354143316_4784711940_885797758_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;R;284929204#2;0;m;331470728#6;1;:cluster_1354143314_1354143316_4784711940_885797758_1_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;L;284929204#2;0;m;129897418;1;:cluster_1354143314_1354143316_4784711940_885797758_2_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;284929204#2;0;m;129897450;0;:cluster_1354143314_1354143316_4784711940_885797758_3_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;284929209#0;0;m;284929209#1;0;:4151826664_2_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;l;284929209#0;0;m;35557265#2;0;:4151826664_3_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;284929209#1;0;=;284929209#2;0;:416649316_1_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r;284929209#2;0;=;35557263#2;0;:416649303_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;284929209#2;0;=;284929209#3;0;:416649303_1_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r;28707264#1;0;M;24252788#0;0;:262577094_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r;28707264#1;0;M;24252788#0;1;:262577094_1_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;28707264#1;0;M;435365881;0;:262577094_2_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;28707264#1;1;M;435365881;1;:262577094_2_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;28707280#0;0;m;28707280#1;0;:411309306_6_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;28707280#0;1;m;28707280#1;1;:411309306_6_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;L;28707280#0;1;m;279043423#1;2;:411309306_8_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;L;28707280#0;1;m;279043423#1;3;:411309306_9_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;L;28707280#0;1;m;279043423#1;4;:411309306_10_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;l;28707280#1;0;o;430410163#5;0;:888212524_2_0;2;GS_888212524;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;l;28707280#1;1;o;430410163#5;1;:888212524_3_0;3;GS_888212524;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r;28798001#0;0;O;430410163#1;0;:cluster_1830374072_5563753701_5563753702_5563753704_5563753706_5563753707_5563753710_563839258_9_0;9;cluster_1830374072_5563753701_5563753702_5563753704_5563753706_5563753707_5563753710_563839258;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;28798001#0;0;O;435393029#1;0;:cluster_1830374072_5563753701_5563753702_5563753704_5563753706_5563753707_5563753710_563839258_10_0;10;cluster_1830374072_5563753701_5563753702_5563753704_5563753706_5563753707_5563753710_563839258;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;28798001#0;1;O;435393029#1;1;:cluster_1830374072_5563753701_5563753702_5563753704_5563753706_5563753707_5563753710_563839258_10_1;11;cluster_1830374072_5563753701_5563753702_5563753704_5563753706_5563753707_5563753710_563839258;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298367761#0;0;M;298367761#1;0;:3022965073_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;R;298367761#1;0;M;298367762#0;0;:3022965077_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298367761#1;0;M;298367761#2;0;:3022965077_1_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298367761#2;0;M;298367761#3;0;:3022965080_1_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298367761#3;0;M;298367761#6;0;:3022965069_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298367761#6;0;M;298367766#2;0;:cluster_3022965064_3022965065_3022965066_3022965068_3268970485_4334654525_4729586374_3_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;l;298367761#6;0;M;-437506344;0;:cluster_3022965064_3022965065_3022965066_3022965068_3268970485_4334654525_4729586374_4_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;t;298367761#6;0;m;298367768#2;1;:cluster_3022965064_3022965065_3022965066_3022965068_3268970485_4334654525_4729586374_5_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298367762#0;0;M;298367762#1;0;:3022965078_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298367762#1;0;m;298367761#3;0;:3022965080_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298367765;0;M;298367767;0;:3022965099_1_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298367766#2;0;M;-298367765;0;:3022965099_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298367767;0;m;-437506344;0;:cluster_3022965064_3022965065_3022965066_3022965068_3268970485_4334654525_4729586374_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;l;298367767;0;m;298367768#2;1;:cluster_3022965064_3022965065_3022965066_3022965068_3268970485_4334654525_4729586374_1_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;t;298367767;0;m;298367766#2;0;:cluster_3022965064_3022965065_3022965066_3022965068_3268970485_4334654525_4729586374_2_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298367768#2;0;M;298367768#3;0;:3022965100_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298367768#2;1;M;298367768#3;1;:3022965100_0_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298367768#3;0;M;298367768#7;0;:4729586399_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298367768#3;1;M;298367768#7;1;:4729586399_0_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r;298367768#7;0;o;355607761#2;0;:cluster_3022965076_31080114_31080125_10_0;10;cluster_3022965076_31080114_31080125;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298367768#7;0;o;75037344#1;0;:cluster_3022965076_31080114_31080125_11_0;11;cluster_3022965076_31080114_31080125;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298367768#7;1;o;75037344#1;1;:cluster_3022965076_31080114_31080125_11_1;12;cluster_3022965076_31080114_31080125;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;l;298367768#7;1;o;319788732#3;1;:cluster_3022965076_31080114_31080125_13_0;13;cluster_3022965076_31080114_31080125;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;l;298367768#7;1;o;319788732#3;2;:cluster_3022965076_31080114_31080125_14_0;14;cluster_3022965076_31080114_31080125;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r;298417964;0;m;442309012#1;0;:3023220662_3_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;l;298417964;0;m;-442309012#0;0;:3023220662_4_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;t;298417964;0;m;-298417964;0;:3023220662_5_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r;298417993;0;m;35557265#5;0;:3023220944_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;t;298417993;0;m;-298417993;0;:3023220944_1_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r;298424603#0;0;=;-298424603#2;0;:3023301985_3_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298424603#0;0;=;298424603#1;0;:3023301985_4_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;t;298424603#0;0;=;-298424603#0;0;:3023301985_5_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r;298424603#1;0;M;298424603#2;0;:3023301983_1_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r;298424603#2;0;=;298424603#1;0;:3023301985_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;l;298424603#2;0;=;-298424603#0;0;:3023301985_1_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;t;298424603#2;0;=;-298424603#2;0;:3023301985_2_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298431255#1;0;M;298431255#2;0;:cluster_3023386392_563843263_4_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298431255#1;1;M;298431255#2;1;:cluster_3023386392_563843263_4_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;t;298431255#1;1;m;129897442#5;1;:cluster_3023386392_563843263_6_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r;298431255#2;0;M;39413204#0;0;:3023386391_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298431255#2;0;M;298431255#3;0;:3023386391_1_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298431255#2;1;M;298431255#3;1;:3023386391_1_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298431255#3;0;M;298431255#4;0;:cluster_4399296533_6129215359_7_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;298431255#3;1;M;298431255#4;1;:cluster_4399296533_6129215359_7_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;l;298431255#3;1;m;442240087;0;:cluster_4399296533_6129215359_9_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;t;298431255#3;1;m;129897442#1;1;:cluster_4399296533_6129215359_10_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;t;298431266;0;M;-298431266;0;:4334010009_0_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;299781215;0;M;319662804#8;3;:4784711934_3_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;299781215;1;M;319662804#8;4;:4784711934_3_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;299781215;2;M;319662804#8;5;:4784711934_3_2;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;299781216;0;m;355775773;1;:1354143317_3_0;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;s;299781216;0;m;355775773;2;:1354143317_3_1;;;;
5;5.50;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r;304432783;0;m;304437030#3;0;:3089664815_0_0;;;;
